symbol,name,price,pct_change,market_cap,security_type,last_close,last_volume,avg_volume_20d,volume_ratio,day_change_pct,score,reasons,float_shares
HCACR,Hall Chadwick Acquisition Corp Rights,0.2233,-20.956,,Right,,,,,,8.0,['Low float (17.3M sh)'],17269053.0
MYXXW,Maywood Acquisition Corp. 2 Warrants,0.06,-23.761,,Warrant,,,,,,8.0,['Low float (9.8M sh)'],9822905.0
SCPQW,Social Commerce Partners Corporation Warrant,0.4082,-37.2,,Warrant,,,,,,8.0,['Low float (9.3M sh)'],9282089.0
TAVIR,Tavia Acquisition Corp. Right,0.1008,-27.482,,Right,,,,,,8.0,['Low float (9.8M sh)'],9788447.0
TRGSR,TRG Latin America Acquisitions Corp. Rights,0.1701,-22.682,,Right,,,,,,8.0,['Low float (18.8M sh)'],18788033.0
SPWR,SunPower Inc. Common Stock,0.5835,-11.644,87690255.0,Common,0.5839999914169312,4814100.0,3417410.0,1.408698400250482,-11.515156331688276,5.8,['Day change -11.5%'],
GRABW,Grab Holdings Limited Warrant,0.0298,11.194,122194357.0,Warrant,0.029999999329447746,600.0,23505.0,0.025526483726866625,11.111105745466787,5.6,['Day change +11.1%'],
AACPR,Apogee Acquisition Corp Rights,0.2,10.988,,Right,0.20000000298023224,200.0,8995.0,0.022234574763757644,11.111108351636926,5.6,['Day change +11.1%'],
MYPS,"PLAYSTUDIOS, Inc.  Class A Common Stock",0.6806,-10.682,87608211.0,Common,0.6809999942779541,312200.0,1347445.0,0.231697768740097,-10.629924862950388,5.3,['Day change -10.6%'],
SLSN,"Solesence, Inc. Common Stock",0.8525,10.571,60214159.0,Common,0.8500000238418579,28900.0,241480.0,0.11967864833526586,10.389616220390424,5.2,['Day change +10.4%'],
NNOX,NANO-X IMAGING LTD Ordinary Shares,0.9789,-9.361,68121874.0,Common,0.9789999723434448,1152800.0,3964580.0,0.29077481095097085,-9.351858014677534,4.7,['Day change -9.4%'],
CYPH,Cypherpunk Technologies Inc. Common Stock,0.6722,-9.039,71565425.0,Common,0.671999990940094,1560500.0,1794980.0,0.8693690180391982,-9.066309802350519,4.5,['Day change -9.1%'],
IVVD,"Invivyd, Inc. Common Stock",0.6201,-9.036,182686081.0,Common,0.6200000047683716,4951600.0,4414710.0,1.1216138772422197,-9.090905912842102,4.5,['Day change -9.1%'],
GOSS,"Gossamer Bio, Inc. Common Stock",0.1446,-6.589,70687236.0,Common,0.14499999582767487,16470000.0,18913185.0,0.8708210700630274,-6.451616314521787,0.0,[],
ZTEK,Zentek Ltd. Common Stock,0.5435,6.298,68817716.0,Common,0.5400000214576721,154600.0,271030.0,0.5704165590525034,5.882359128509954,0.0,[],
AIFC,AI Financial Corporation Common Stock,0.4838,-5.249,67652904.0,Common,0.47999998927116394,712700.0,1036390.0,0.6876754889568598,-5.88235328491722,0.0,[],
CRDF,"Cardiff Oncology, Inc. Common Stock",0.86,2.381,66903913.0,Common,0.8600000143051147,1120000.0,1992055.0,0.5622334724693846,2.3809572804273027,0.0,[],
DCGO,DocGo Inc. Common Stock,0.6741,4.886,66586528.0,Common,0.6740000247955322,500100.0,1235455.0,0.4047901380463068,4.8211536233227505,0.0,[],
CIRC,"Circle8 Group, Inc. Common Stock",0.7161,-0.376,64422629.0,Common,0.7160000205039978,1145400.0,37151600.0,0.030830435297537657,-0.41724081387947654,0.0,[],
SFWL,Shengfeng Development Limited Class A Ordinary Shares,0.78,3.407,64348060.0,Common,0.7799999713897705,600.0,18840.0,0.03184713375796178,3.4482709554395203,0.0,[],
LGO,Largo Inc. Common Shares,0.6522,1.763,63745376.0,Common,0.6499999761581421,297400.0,3353620.0,0.08868029174444332,1.5624985448084445,0.0,[],
UPXI,"Upexi, Inc. Common Stock",0.8623,0.07,63337968.0,Common,0.8619999885559082,583400.0,1675115.0,0.34827459607250844,0.0,0.0,[],
NXTT,Next Technology Holding Inc. Ordinary Shares,0.7727,-5.998,58929482.0,Common,0.7730000019073486,129300.0,164510.0,0.7859704577229347,-5.961073382451813,0.0,[],
TCRX,"TScan Therapeutics, Inc. Common Stock",0.8997,-4.328,58796130.0,Common,0.8999999761581421,496300.0,879930.0,0.5640221381246235,-4.255321442460307,0.0,[],
ELBM,Electra Battery Materials Corporation Common Stock,0.5457,4.4,58280835.0,Common,0.5460000038146973,275400.0,384925.0,0.7154640514385919,4.3977058935887285,0.0,[],
ALVOW,Alvotech Warrant,0.1851,,57779551.0,Warrant,,,,,,0.0,[],
IMMP,Immutep Limited American Depositary Shares,0.3889,-2.605,57242982.0,ADS/ADR,0.38999998569488525,310700.0,410870.0,0.756200257989145,-2.5000050291418283,0.0,[],
CNTX,Context Therapeutics Inc. Common Stock,0.6134,-2.635,56358687.0,Common,0.6129999756813049,1653800.0,3576250.0,0.4624397063963649,-2.6984158220625365,0.0,[],
SATLW,Satellogic Inc. Warrant,0.38,-5.0,56332757.0,Warrant,,,,,,0.0,[],
NXXT,"NextNRG, Inc. Common Stock",0.3551,1.544,56018008.0,Common,0.35499998927116394,7466600.0,8122280.0,0.9192738984620082,1.4285700905079517,0.0,[],
YTRA,"Yatra Online, Inc. Ordinary Shares",0.8796,-0.045,54584238.0,Common,0.8799999952316284,10300.0,33840.0,0.30437352245862886,0.0,0.0,[],
COCH,"Envoy Medical, Inc. Class A Common Stock",0.6929,1.822,53270921.0,Common,0.6930000185966492,157900.0,936140.0,0.16867135257546947,1.7621181232781609,0.0,[],
TLSIW,"TriSalus Life Sciences, Inc. Warrant",0.8499,1.179,52197913.0,Warrant,0.8500000238418579,700.0,3660.0,0.1912568306010929,1.1904821881092846,0.0,[],
INCR,Intercure Ltd. Ordinary Shares,0.94,3.616,51400455.0,Common,0.9399999976158142,12100.0,37970.0,0.3186726362918093,3.638367384759152,0.0,[],
HAIN,"Hain Celestial Group, Inc. (The) Common Stock",0.5693,-3.508,51381308.0,Common,0.5699999928474426,770800.0,1451070.0,0.5311942221946564,-3.389827426361236,0.0,[],
XCH,XCHG Limited American Depositary Share,0.57,-6.634,50461350.0,ADS/ADR,0.5699999928474426,69500.0,1502805.0,0.04624685172061578,-6.710312354677097,0.0,[],
LOTWW,Lotus Technology Inc. Warrants,0.0775,13.139,49761965.0,Warrant,,,,,,0.0,[],
VIOT,"Viomi Technology Co., Ltd American Depositary Shares",0.7704,-4.381,48118119.0,ADS/ADR,0.7699999809265137,78300.0,197700.0,0.3960546282245827,-4.938274239498084,0.0,[],
ATYR,"aTyr Pharma, Inc. Common Stock",0.487,0.226,47750940.0,Common,0.4869999885559082,896900.0,2362245.0,0.3796811931023243,0.20575866717146649,0.0,[],
XHG,XChange TEC.INC American Depositary Shares ,0.925,-2.116,47681832.0,ADS/ADR,0.925000011920929,17000.0,26995.0,0.6297462493054269,-2.116400114062477,0.0,[],
HCMAW,HCM III Acquisition Corp. Warrants,0.6,,47545724.0,Warrant,,,,,,0.0,[],
FLNA,"Filana Therapeutics, Inc. Common Stock",0.9643,-4.525,46583304.0,Common,0.9599999785423279,486700.0,360555.0,1.349863405028359,-4.950496276539116,0.0,[],
GMHS,Gamehaus Holdings Inc. Class A Ordinary Shares,0.8683,1.937,46514274.0,Common,0.8679999709129333,52700.0,69700.0,0.7560975609756098,1.8779310863967928,0.0,[],
CBAT,CBAK Energy Technology Limited Ordinary Shares,0.5215,-0.191,46228803.0,Common,0.5199999809265137,46700.0,172745.0,0.27034067556224495,0.0,0.0,[],
BZAIW,"Blaize Holdings, Inc. Warrants",0.32,23.03,46175828.0,Warrant,,,,,,0.0,[],106050096.0
MREO,Mereo BioPharma Group plc American Depositary Shares,0.2976,-2.681,46171333.0,ADS/ADR,0.2980000078678131,564100.0,1263720.0,0.44638052733200395,-2.6143746927244154,0.0,[],
MERC,Mercer International Inc. Common Stock,0.6785,1.284,45447630.0,Common,0.6800000071525574,498000.0,810200.0,0.6146630461614416,1.4925358528601556,0.0,[],
CDROW,"Codere Online Luxembourg, S.A. Warrants",0.9799,,44555970.0,Warrant,,,,,,0.0,[],
ETS,Elite Express Holding Inc. Class A Common Stock,0.8948,-0.011,43591678.0,Common,0.8949999809265137,63000.0,109395.0,0.5758946935417524,0.0,0.0,[],
MNY,MoneyHero Limited Class A Ordinary Shares,0.97,-0.206,43100221.0,Common,0.9700000286102295,8300.0,63230.0,0.1312668037324055,-0.20575866717146649,0.0,[],
ELUT,Elutia Inc. Class A Common Stock,0.932,-1.895,41202076.0,Common,0.9319999814033508,87400.0,102810.0,0.8501118568232662,-1.894737568588477,0.0,[],
KBSX,FST Corp. Ordinary Shares,0.91,-3.765,40737063.0,Common,0.9100000262260437,6400.0,16550.0,0.3867069486404834,-3.8054920199712106,0.0,[],
LGCL,Lucas GC Limited Ordinary Shares,0.9515,-2.918,40715069.0,Common,0.9520000219345093,4996200.0,7554505.0,0.6613537220506175,-2.8571425095939147,0.0,[],
MATH,Metalpha Technology Holding Limited Ordinary Shares,0.8628,-5.239,40649300.0,Common,0.8629999756813049,13500.0,36045.0,0.37453183520599254,-5.268939293815171,0.0,[],
PDSB,PDS Biotechnology Corporation Common Stock,0.7155,-5.855,40012052.0,Common,0.7160000205039978,108300.0,347790.0,0.3113948072112482,-5.789469804129724,0.0,[],
AACG,ATA Creativity Global American Depositary Shares,0.91,-2.413,39157297.0,ADS/ADR,0.9100000262260437,1400.0,23925.0,0.05851619644723093,-2.150535566956493,0.0,[],
RNXT,"RenovoRx, Inc. Common Stock",0.8655,-1.379,39033300.0,Common,0.8659999966621399,98900.0,207825.0,0.47588115000601466,-1.366745333933996,0.0,[],
MIRA,"MIRA Pharmaceuticals, Inc. Common Stock",0.928,1.233,38996497.0,Common,0.9279999732971191,25300.0,67605.0,0.37423267509799574,1.1995613566121215,0.0,[],
GAME,"GameSquare Holdings, Inc. Common Stock",0.4157,-1.423,38949728.0,Common,0.41600000858306885,412800.0,902155.0,0.45757103823622325,-1.4217967975920853,0.0,[],
ADSEW,ADS-TEC ENERGY PLC Warrant,0.519,-0.019,37369064.0,Warrant,,,,,,0.0,[],
UCL,uCloudlink Group Inc. American Depositary Shares,0.93,5.682,35425793.0,ADS/ADR,0.9300000071525574,3100.0,6490.0,0.4776579352850539,5.68181956725673,0.0,[],
ONMD,OneMedNet Corp Class A Common Stock,0.6118,-6.352,34843632.0,Common,0.6119999885559082,110400.0,192420.0,0.5737449329591519,-6.27871497131766,0.0,[],
TELA,"TELA Bio, Inc. Common Stock",0.7327,1.707,32800155.0,Common,0.7329999804496765,10200.0,86160.0,0.11838440111420613,1.8055487948438012,0.0,[],
GLNDW,Greenland Energy Company Warrant,0.7499,-2.8,32793272.0,Warrant,,,,,,0.0,[],
ESLA,"Estrella Immunopharma, Inc. Common Stock",0.761,-4.875,32749048.0,Common,0.7609999775886536,8600.0,53370.0,0.16113921678845794,-4.875004218891201,0.0,[],
NSPR,InspireMD Inc. Common Stock,0.695,-0.856,32590620.0,Common,0.699999988079071,20000.0,77010.0,0.2597065316192702,0.0,0.0,[],
GIFT,"Giftify, Inc. Common Stock",0.9199,1.077,31377466.0,Common,0.9200000166893005,9200.0,37275.0,0.24681421864520456,1.0989000192372347,0.0,[],
BEAT,"Heartbeam, Inc. Common Stock",0.5567,-5.995,30900655.0,Common,0.5569999814033508,395000.0,1156010.0,0.3416925459122326,-5.91216651604412,0.0,[],
BLNE,"Beeline Holdings, Inc. Common Stock",0.9433,-3.042,30769306.0,Common,0.9430000185966492,79200.0,496140.0,0.1596323618333535,-3.083244778881161,0.0,[],
OGGWZ,Osisko Gold Group Inc. Warrant expiring 5/27/2027,0.1,-16.597,30583784.0,Warrant,,,,,,0.0,[],151147898.0
ZEO,Zeo Energy Corporation Class A Common Stock,0.513,-3.39,29897626.0,Common,0.5130000114440918,60100.0,62440.0,0.9625240230621397,-3.3898316499979457,0.0,[],
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,0.69,1.456,29299310.0,Common,0.6899999976158142,42900.0,34735.0,1.2350654958975098,1.4705868173635692,0.0,[],
EPOW,E-Power Inc. Class A Ordinary Shares,0.5313,0.625,28993485.0,Common,0.531000018119812,35100.0,305065.0,0.11505744677363841,0.568185794903577,0.0,[],
FTHM,Fathom Holdings Inc. Common Stock,0.8692,-2.883,28839082.0,Common,0.8690000176429749,40600.0,505395.0,0.08033320472105976,-2.9050238924724194,0.0,[],
ARAY,Accuray Incorporated Common Stock,0.2416,-3.399,28741629.0,Common,0.23999999463558197,716600.0,1824825.0,0.3926951899497212,-4.000002145767212,0.0,[],
TMCWW,TMC the metals company Inc. Warrants,0.065,2.524,28159374.0,Warrant,0.06499999761581421,93700.0,137810.0,0.6799216312314056,3.1745977307424083,0.0,[],
NUCLW,Eagle Nuclear Energy Corp. Warrants,0.95,7.345,28100808.0,Warrant,,,,,,0.0,[],
XRXDW,Xerox Holdings Corporation Warrants,0.211,-8.539,27593789.0,Warrant,,,,,,0.0,[],
BTAI,"BioXcel Therapeutics, Inc. Common Stock",0.8798,-1.983,27166117.0,Common,0.8799999952316284,250600.0,1517850.0,0.16510195342095726,-2.0044550821256424,0.0,[],
FUSE,Fusemachines Inc. Common stock,0.9263,-1.268,26806418.0,Common,0.9259999990463257,36500.0,76490.0,0.47718656033468426,-1.2793202579724545,0.0,[],
CLPS,CLPS Incorporation Common Stock,0.8953,6.078,26629313.0,Common,0.8949999809265137,57500.0,56005.0,1.0266940451745379,6.042654045171,0.0,[],
YSXT,"YSX Tech. Co., Ltd Class A Ordinary Shares",0.83,-1.6,26462475.0,Common,0.8299999833106995,18500.0,513250.0,0.03604481246955674,-1.6587676386320027,0.0,[],
NIXX,"Nixxy, Inc. Common Stock",0.9002,-3.412,26215777.0,Common,0.9002000093460083,1593100.0,2375540.0,0.6706264680872559,-3.41201423732434,0.0,[],
PBK,PowerBank Corporation Common Stock,0.54,1.37,25356665.0,Common,0.5400000214576721,177300.0,5489115.0,0.03230028884437655,1.3133263015507495,0.0,[],
HOVRW,New Horizon Aircraft Ltd. Warrant,0.3761,-2.312,25133197.0,Warrant,,,,,,0.0,[],
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,0.6001,-0.99,24513421.0,ADS/ADR,0.6000000238418579,5500.0,46200.0,0.11904761904761904,-0.9900960883911301,0.0,[],
CTSO,Cytosorbents Corporation Common Stock,0.3819,-2.973,23999645.0,Common,0.38199999928474426,32300.0,119785.0,0.26964978920566013,-3.0456839353226055,0.0,[],
AFRIW,Forafric Global PLC Warrants,0.89,-10.101,23997795.0,Warrant,,,,,,0.0,[],
UFG,Uni-Fuels Holdings Limited Class A Ordinary Shares,0.711,-0.35,23082615.0,Common,0.7110000252723694,27000.0,271565.0,0.09942371071382541,-0.4201626655865481,0.0,[],
CALC,"CalciMedica, Inc. Common Stock",0.7444,4.845,22880177.0,Common,0.7440000176429749,529300.0,3490715.0,0.1516308263493296,4.788738046225166,0.0,[],
CELU,Celularity Inc. Class A Common Stock,0.78,-3.704,22577850.0,Common,0.7799999713897705,21500.0,125335.0,0.17154027207085012,-3.703707519273088,0.0,[],
SKYE,"Skye Bioscience, Inc. Common Stock",0.6402,0.031,22499011.0,Common,0.6399999856948853,65700.0,121255.0,0.5418333264607645,0.0,0.0,[],
MDXH,MDxHealth SA Ordinary Shares,0.4369,3.286,22441159.0,Common,0.43700000643730164,220300.0,703345.0,0.3132175532633345,3.3096922716520387,0.0,[],
FUFUW,BitFuFu Inc. Warrant,0.13,-3.704,21664968.0,Warrant,,,,,,0.0,[],
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,0.3425,-1.58,21655672.0,Common,0.34299999475479126,37000.0,166855.0,0.22174942315183843,-1.436780280316542,0.0,[],
AVAT,Avalanche Treasury Corporation Class A Common Stock,0.4765,-6.934,21595192.0,Common,0.47699999809265137,181200.0,631410.0,0.28697676628498126,-6.8359422975843245,0.0,[],
SPWRW,SunPower Inc. Warrants,0.1401,-6.6,21054678.0,Warrant,,,,,,0.0,[],
JSPR,"Jasper Therapeutics, Inc. Common Stock",0.7448,-3.273,20861701.0,Common,0.7450000047683716,1074100.0,3200160.0,0.33563946802659866,-3.246750230832539,0.0,[],
ENGNW,enGene Therapeutics Inc. Warrants,0.3091,-2.738,20706444.0,Warrant,,,,,,0.0,[],
MDCX,Medicus Pharma Ltd. Common Stock  ,0.3745,-3.405,20659092.0,Common,0.375,583700.0,1298985.0,0.4493508393091529,-3.3505183146019086,0.0,[],
MDCXW,Medicus Pharma Ltd. Warrant,0.3702,-5.077,20421885.0,Warrant,,,,,,0.0,[],
YDESW,YD Bio Limited Warrants,0.28,-1.754,19832777.0,Warrant,,,,,,0.0,[],
LGVN,Longeveron Inc. Class A Common Stock,0.6265,2.436,19796117.0,Common,0.6269999742507935,150000.0,279000.0,0.5376344086021505,2.4509781005518687,0.0,[],
SMXT,Solarmax Technology Inc. Common Stock,0.3478,5.076,19792106.0,Common,0.3479999899864197,119600.0,193470.0,0.6181836977309143,5.135948560651372,0.0,[],
MNDO,MIND C.T.I. Ltd. Ordinary Shares,0.96,-5.882,19377759.0,Common,0.9599999785423279,47300.0,56980.0,0.8301158301158301,-5.88235328491722,0.0,[],
PMEC,Primech Holdings Ltd. Ordinary Shares,0.5,-1.961,19025000.0,Common,0.5,12000.0,39275.0,0.305537873965627,-1.960782480441495,0.0,[],
GRMLW,Greenland Mines Ltd Warrant,0.1546,-9.059,18743497.0,Warrant,,,,,,0.0,[],
INTZ,Intrusion Inc. Common Stock,0.8145,-4.793,18535638.0,Common,0.8100000023841858,316400.0,5927915.0,0.053374584487125745,-5.813954777818146,0.0,[],
AISPW,"Airship AI Holdings, Inc. Warrants",0.5379,-2.2,18510249.0,Warrant,,,,,,0.0,[],
RKTO,Rocket One Inc. Common Stock,0.8271,-2.037,18462796.0,Common,0.8270000219345093,477900.0,8586625.0,0.05565632597207867,-2.0142133069490966,0.0,[],
BRLS,Borealis Foods Inc. Class A Common Shares,0.858,-3.4,18415517.0,Common,0.8579999804496765,11300.0,36865.0,0.306523803065238,-3.378381825201595,0.0,[],
MRNO,Murano Global Investments PLC Ordinary Shares,0.2295,-3.814,18186239.0,Common,0.23000000417232513,161100.0,921005.0,0.17491761716820212,-3.7656856548200146,0.0,[],
FNGR,"FingerMotion, Inc. Common Stock",0.2938,-2.132,18012984.0,Common,0.2939999997615814,407700.0,347505.0,1.1732205292010187,-2.000003973642827,0.0,[],
VWAVW,"VisionWave Holdings, Inc. Warrant",0.65,-1.5,17765845.0,Warrant,,,,,,0.0,[],
HOWL,"Werewolf Therapeutics, Inc. Common Stock",0.3653,0.634,17752417.0,Common,0.36500000953674316,293000.0,861830.0,0.3399742408595663,0.5509652955655541,0.0,[],
MDAIW,"Spectral AI, Inc. Warrants",0.54,1.906,17184952.0,Warrant,,,,,,0.0,[],
YAAS,Youxin Technology Ltd Class A Ordinary shares,0.7496,-7.297,17084849.0,Common,0.75,50200.0,262845.0,0.19098708364245087,-7.292956013099171,0.0,[],
REFR,Research Frontiers Incorporated Common Stock,0.485,-5.624,16910876.0,Common,0.49000000953674316,33500.0,64365.0,0.5204691990988891,-3.92156496088299,0.0,[],
SDAWW,SunCar Technology Group Inc. Warrant,0.16,,16903667.0,Warrant,,,,,,0.0,[],
MWYN,"Marwynn Holdings, Inc. Common stock",0.81,-1.135,16357791.0,Common,0.8100000023841858,29600.0,146150.0,0.20253164556962025,-1.098901498776613,0.0,[],
SCNX,"Scienture Holdings, Inc. Common Stock",0.4,2.934,16252326.0,Common,0.4000000059604645,278100.0,3918515.0,0.07097076315900283,2.827765406536622,0.0,[],
AIXC,"AIxCrypto Holdings, Inc. Common Stock",0.799,2.818,16167759.0,Common,0.7990000247955322,50100.0,46615.0,1.0747613429153706,2.831404697352242,0.0,[],
IRIX,IRIDEX Corporation Common Stock,0.9151,,15928705.0,Common,0.9200000166893005,18700.0,44875.0,0.41671309192200556,0.0,0.0,[],
LHAI,Linkhome Holdings Inc. Common stock,0.98,-5.769,15905400.0,Common,0.9800000190734863,524400.0,24946160.0,0.02102127141010881,-5.769225478877488,0.0,[],
OSRH,"OSR Health, Inc. Common Stock",0.439,0.343,15417106.0,Common,0.4390000104904175,497500.0,830720.0,0.5988780816640986,0.22831437041470343,0.0,[],
OBAI,"Our Bond, Inc. Common Stock",0.5135,-3.496,15391415.0,Common,0.5099999904632568,632100.0,1491730.0,0.4237361989099904,-3.7735815105932082,0.0,[],
KTTA,Pasithea Therapeutics Corp. Common Stock,0.46,1.143,15370646.0,Common,0.46000000834465027,344200.0,1658575.0,0.20752754623698055,1.0989000192372347,0.0,[],
BAERW,"Bridger Aerospace Group Holdings, Inc. Warrant",0.2662,,15343140.0,Warrant,,,,,,0.0,[],
GTBP,"GT Biopharma, Inc. Common Stock",0.3456,-3.545,15323411.0,Common,0.34599998593330383,492400.0,1045815.0,0.4708289707070562,-3.3519620042044584,0.0,[],
ORIO,Orion Digital Corp. Common Shares,0.635,-5.309,15220029.0,Common,0.6349999904632568,29300.0,32695.0,0.8961614925829637,-5.365128635883311,0.0,[],
TPST,"Tempest Therapeutics, Inc. Common Stock",0.9511,-3.949,15198018.0,Common,0.9509999752044678,84600.0,238000.0,0.3554621848739496,-3.9393973693520388,0.0,[],
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,0.95,-5.0,15132978.0,Common,0.949999988079071,900.0,2975.0,0.3025210084033613,-5.0000011920928955,0.0,[],
TGHL,The GrowHub Limited Class A Ordinary Shares,0.587,1.557,14850988.0,Common,0.5870000123977661,676100.0,14241325.0,0.04747451518731579,1.5570939786831932,0.0,[],
UZX,Linkage Global Inc. Class A Ordinary Shares,0.2236,-3.621,14788498.0,Common,0.2240000069141388,211400.0,614300.0,0.3441315318248413,-3.448270103593903,0.0,[],
DCX,Digital Currency X Technology Inc. Class A Ordinary Shares,0.738,5.429,14630821.0,Common,0.7379999756813049,52000.0,1777440.0,0.029255558556125664,5.428569749909975,0.0,[],
VRXAW,Veraxa Biotech AG Warrants,0.1008,-27.534,14253908.0,Warrant,,,,,,0.0,[],
ECXWW,ECARX Holdings Inc. Warrants,0.0371,-7.018,14137325.0,Warrant,,,,,,0.0,[],
FRTT,Fort Technology Inc. Common Shares,0.94,2.163,14015380.0,Common,0.9399999976158142,196100.0,5040535.0,0.03890460040452055,2.173910930837298,0.0,[],
LEXX,Lexaria Bioscience Corp. Common Stock,0.5594,1.011,13866097.0,Common,0.5590000152587891,65000.0,74575.0,0.8716057660073752,0.902526182468962,0.0,[],
FLUX,"Flux Power Holdings, Inc. Common Stock",0.647,1.094,13820815.0,Common,0.6470000147819519,20200.0,82685.0,0.24430065912801596,1.0937545693014838,0.0,[],
AUID,authID Inc. Common Stock,0.8222,0.636,13747463.0,Common,0.8220000267028809,127800.0,787505.0,0.16228468390676884,0.6120018370195925,0.0,[],
KALA,"KALA BIO, Inc. Common Stock",0.7365,0.423,13691378.0,Common,0.7369999885559082,116400.0,178305.0,0.6528139984857407,0.5457037125400451,0.0,[],
COSM,Cosmos Health Inc. Common Stock,0.2128,1.624,13210283.0,Common,0.21299999952316284,5491500.0,13618425.0,0.40324046282885134,1.9138722890671183,0.0,[],
RCON,"Recon Technology, Ltd. Class A Ordinary Shares",0.4304,0.256,13182044.0,Common,0.4300000071525574,677600.0,2475800.0,0.2736893125454399,0.0,0.0,[],
COCP,"Cocrystal Pharma, Inc. Common Stock",0.9362,0.656,12907813.0,Common,0.9399999976158142,20100.0,42060.0,0.47788873038516405,1.0752677834782465,0.0,[],
CISO,"CISO Global, Inc. Common Stock",0.2716,-0.84,12307102.0,Common,0.2720000147819519,178900.0,505905.0,0.3536237040551092,-0.7299176389946654,0.0,[],
THH,TryHard Holdings Limited Ordinary Shares,0.225,-4.822,12070406.0,Common,0.22499999403953552,73500.0,160195.0,0.4588158182215425,-4.66102005266929,0.0,[],
PRZO,ParaZero Technologies Ltd. Ordinary Shares,0.514,-1.927,12041430.0,Common,0.5139999985694885,150700.0,435720.0,0.34586431653355365,-1.908395166518205,0.0,[],
GFAI,"Guardforce AI Co., Limited Ordinary Shares",0.3852,-2.654,12037661.0,Common,0.38499999046325684,162800.0,290285.0,0.560828151644074,-2.7777796592375346,0.0,[],
LSH,Lakeside Holding Limited Common Stock,0.3438,0.703,11836195.0,Common,0.3440000116825104,43700.0,150040.0,0.2912556651559584,0.879771572621401,0.0,[],
BFRG,"Bullfrog AI Holdings, Inc. Common Stock",0.635,-1.244,11773948.0,Common,0.6349999904632568,52900.0,145865.0,0.3626641072224317,-1.2441704711362425,0.0,[],
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,0.4196,-1.802,11706227.0,Common,0.41999998688697815,87800.0,143280.0,0.612786152987158,-1.639344147877593,0.0,[],
BTOC,Armlogi Holding Corp. Common Stock,0.255,2.864,11587985.0,Common,0.2549999952316284,84400.0,80270.0,1.0514513516880528,2.8225804028817403,0.0,[],
INEO,INNEOVA Holdings Limited Class A Ordinary Shares,0.7139,2.0,11544208.0,Common,0.7139999866485596,33700.0,137470.0,0.24514439514075798,1.999999829701012,0.0,[],
OABIW,"OmniAb, Inc. Warrant",0.0793,,11496326.0,Warrant,,,,,,0.0,[],
GDTC,CytoMed Therapeutics Limited Ordinary Shares,0.96,-1.031,11355298.0,Common,0.9599999785423279,200.0,11910.0,0.016792611251049538,-1.0309329662834354,0.0,[],
SLDPW,"Solid Power, Inc. Warrant",0.05,-16.805,11249185.0,Warrant,,,,,,0.0,[],192795275.0
PRSO,Peraso Inc. Common Stock,0.7461,-1.816,11221851.0,Common,0.75,176500.0,422330.0,0.41791963630336465,-1.31578823536055,0.0,[],
ICMB,"Investcorp Credit Management BDC, Inc. Common Stock",0.777,-0.397,11214031.0,Common,0.7770000100135803,56800.0,99515.0,0.5707682258955936,-0.3846104469523227,0.0,[],
GTEC,Greenland Technologies Holding Corporation Class A Ordinary Shares,0.546,0.794,11210735.0,Common,0.5460000038146973,22800.0,62650.0,0.363926576217079,0.7380088815320285,0.0,[],
HDRNW,"Hadron Energy, Inc. Warrant",0.1549,3.267,11075171.0,Warrant,,,,,,0.0,[],
FTRK,FAST TRACK GROUP Ordinary shares,0.5023,-0.829,10956419.0,Common,0.5019999742507935,145900.0,9736705.0,0.014984535322781167,-0.986204053139125,0.0,[],
CETY,"Clean Energy Technologies, Inc. Common Stock",0.8975,-1.374,10919080.0,Common,0.8980000019073486,13400.0,44615.0,0.30034741678807575,-1.318683953061147,0.0,[],
CCTG,CCSC Technology International Holdings Limited Class A Ordinary Shares,0.8008,-5.766,10875013.0,Common,0.8009999990463257,282600.0,2615975.0,0.1080285553187626,-5.764708637778657,0.0,[],
SAGT,SAGTEC GLOBAL LIMITED Class A Ordinary shares,0.861,-2.712,10805550.0,Common,0.8610000014305115,78300.0,1389965.0,0.05633235369235916,-2.7118631967648352,0.0,[],
ADGM,"Adagio Medical Holdings, Inc Common Stock",0.467,5.656,10372284.0,Common,0.46700000762939453,51300.0,71560.0,0.7168809390721074,5.656109924449765,0.0,[],
BCDA,"BioCardia, Inc. Common Stock",0.906,-1.714,10305500.0,Common,0.9100000262260437,246000.0,978275.0,0.25146303442283613,-1.086955465418649,0.0,[],
NXL,"Nexalin Technology, Inc. Common Stock",0.4615,-4.054,10158216.0,Common,0.4620000123977661,266500.0,280250.0,0.9509366636931311,-3.9501026104479626,0.0,[],
VTGN,"Vistagen Therapeutics, Inc. Common Stock",0.2339,-0.468,9597491.0,Common,0.23000000417232513,238300.0,4353040.0,0.05474335177255435,-4.166662786155852,0.0,[],
ELOG,Eastern International Ltd. Ordinary Shares,0.795,-6.36,9553515.0,Common,0.7950000166893005,4100.0,9185.0,0.4463799673380512,-6.360419538080138,0.0,[],
RDZNW,"Roadzen, Inc. Warrants",0.1125,,9513293.0,Warrant,,,,,,0.0,[],
